"Year","Beach ID","Beach Name","BeachDescription","State Code","County","WaterbodyName","WaterbodyType","Beach Status","Beach Access","Beach Owner","Reported","Tier"
"2017","MD701229","Atlantic Marina Resort ","Beach Monitoring and Public Notification","MD","ANNE ARUNDEL","Chesapeake Bay","Sound, Bay, or Inlet","No advisory or closure","Private","Private","Y","2"
"2018","MD254131","Bay Ridge Beach at Bay Dr.","Beach Monitoring and Public Notification","MD","ANNE ARUNDEL","Chesapeake Bay","Sound, Bay, or Inlet","No advisory or closure","Private","Private","Y","1"
"2017","MD254131","Bay Ridge Beach at Bay Dr.","Beach Monitoring and Public Notification","MD","ANNE ARUNDEL","Chesapeake Bay","Sound, Bay, or Inlet","No advisory or closure","Private","Private","Y","1"
"2018","MD854428","Bay Ridge at River Dr.","Beach Monitoring and Public Notification","MD","ANNE ARUNDEL","Chesapeake Bay","Sound, Bay, or Inlet","No advisory or closure","Private","Private","Y","1"
"2017","MD854428","Bay Ridge at River Dr.","Beach Monitoring and Public Notification","MD","ANNE ARUNDEL","Chesapeake Bay","Sound, Bay, or Inlet","No advisory or closure","Private","Private","Y","1"
"2018","MD889664","Bayside Beach","Beach Monitoring and Public Notification","MD","ANNE ARUNDEL","Chesapeake Bay","Sound, Bay, or Inlet","No advisory or closure","Private","Private","Y","2"
"2017","MD889664","Bayside Beach","Beach Monitoring and Public Notification","MD","ANNE ARUNDEL","Chesapeake Bay","Sound, Bay, or Inlet","No advisory or closure","Private","Private","Y","2"
"2018","MD337680","Beverly Beach","Beach Monitoring and Public Notification","MD","ANNE ARUNDEL","Chesapeake Bay","Sound, Bay, or Inlet","No advisory or closure","Private","Private","Y","2"
"2017","MD337680","Beverly Beach","Beach Monitoring and Public Notification","MD","ANNE ARUNDEL","Chesapeake Bay","Sound, Bay, or Inlet","No advisory or closure","Private","Private","Y","2"
"2018","MD785571","Cape Anne","Beach Monitoring and Public Notification","MD","ANNE ARUNDEL","Chesapeake Bay","Sound, Bay, or Inlet","Historical","Private","Private","Y","3"
"2017","MD785571","Cape Anne","Beach Monitoring and Public Notification","MD","ANNE ARUNDEL","Chesapeake Bay","Sound, Bay, or Inlet","Historical","Private","Private","Y","3"
"2018","MD973999","Cape St. Claire at Persimmon Point","Beach Monitoring and Public Notification","MD","ANNE ARUNDEL","Chesapeake Bay","Sound, Bay, or Inlet","No advisory or closure","Private","Private","Y","2"
"2017","MD973999","Cape St. Claire at Persimmon Point","Beach Monitoring and Public Notification","MD","ANNE ARUNDEL","Chesapeake Bay","Sound, Bay, or Inlet","No advisory or closure","Private","Private","Y","2"
"2018","MD441379","Cedarhurst","Beach Monitoring and Public Notification","MD","ANNE ARUNDEL","Chesapeake Bay","Sound, Bay, or Inlet","No advisory or closure","Private","Private","Y","2"
"2017","MD441379","Cedarhurst","Beach Monitoring and Public Notification","MD","ANNE ARUNDEL","Chesapeake Bay","Sound, Bay, or Inlet","No advisory or closure","Private","Private","Y","2"
"2018","MD461894","Chesapeake Bay Foundation","Beach Monitoring and Public Notification","MD","ANNE ARUNDEL","Chesapeake Bay","Sound, Bay, or Inlet","No advisory or closure","Private","Private","Y","2"
"2017","MD461894","Chesapeake Bay Foundation","Beach Monitoring and Public Notification","MD","ANNE ARUNDEL","Chesapeake Bay","Sound, Bay, or Inlet","No advisory or closure","Private","Private","Y","2"
"2018","MD659828","Deale Beach","Deale Beach","MD","ANNE ARUNDEL","-","-","Historical","Private","Private","N","3"
"2017","MD659828","Deale Beach","Deale Beach","MD","ANNE ARUNDEL","-","-","Historical","Private","Private","N","3"
"2018","MD743092","Fairhaven","Beach Monitoring and Public Notification","MD","ANNE ARUNDEL","Chesapeake Bay","Sound, Bay, or Inlet","No advisory or closure","Private","Private","Y","2"
"2017","MD743092","Fairhaven","Beach Monitoring and Public Notification","MD","ANNE ARUNDEL","Chesapeake Bay","Sound, Bay, or Inlet","No advisory or closure","Private","Private","Y","2"
"2018","MD953901","Fort Smallwood Park","Fort Smallwood Park","MD","ANNE ARUNDEL","-","-","Historical","Public","Public","N","3"
"2017","MD953901","Fort Smallwood Park","Fort Smallwood Park","MD","ANNE ARUNDEL","-","-","Historical","Public","Public","N","3"
"2018","MD329092","Fort Smallwood at Pond Drive","Beach Monitoring and Public Notification","MD","ANNE ARUNDEL","Chesapeake Bay","Sound, Bay, or Inlet","No advisory or closure","Public","Public","Y","1"
"2017","MD329092","Fort Smallwood at Pond Drive","Beach Monitoring and Public Notification","MD","ANNE ARUNDEL","Chesapeake Bay","Sound, Bay, or Inlet","No advisory or closure","Public","Public","Y","1"
"2018","MD954026","Franklin Manor","Beach Monitoring and Public Notification","MD","ANNE ARUNDEL","Chesapeake Bay","Sound, Bay, or Inlet","No advisory or closure","Private","Private","Y","2"
"2017","MD954026","Franklin Manor","Beach Monitoring and Public Notification","MD","ANNE ARUNDEL","Chesapeake Bay","Sound, Bay, or Inlet","No advisory or closure","Private","Private","Y","2"
"2018","MD252577","Highland Beach","Beach Monitoring and Public Notification","MD","ANNE ARUNDEL","Chesapeake Bay","Sound, Bay, or Inlet","No advisory or closure","Private","Private","Y","2"
"2017","MD252577","Highland Beach","Beach Monitoring and Public Notification","MD","ANNE ARUNDEL","Chesapeake Bay","Sound, Bay, or Inlet","No advisory or closure","Private","Private","Y","2"
"2018","MD796029","Hunters Harbor","Beach Monitoring and Public Notification","MD","ANNE ARUNDEL","Inland","Flowing Water","Historical","Private","Private","Y","2"
"2017","MD796029","Hunters Harbor","Beach Monitoring and Public Notification","MD","ANNE ARUNDEL","Inland","Flowing Water","Historical","Private","Private","Y","2"
"2018","MD305289","Idlewilde on the Bay","Idlewilde on the Bay","MD","ANNE ARUNDEL","-","Sound, Bay, or Inlet","Historical","Private","Private","N","3"
"2017","MD305289","Idlewilde on the Bay","Idlewilde on the Bay","MD","ANNE ARUNDEL","-","Sound, Bay, or Inlet","Historical","Private","Private","N","3"
"2018","MD475646","Kurtz Beach","Tier 3 Beach","MD","ANNE ARUNDEL","-","-","Historical","Private","Private","N","3"
"2017","MD475646","Kurtz Beach","Tier 3 Beach","MD","ANNE ARUNDEL","-","-","Historical","Private","Private","N","3"
"2018","MD214837","Mason's Beach","Beach Monitoring and Public Notification","MD","ANNE ARUNDEL","Chesapeake Bay","Sound, Bay, or Inlet","Historical","Private","Private","Y","3"
"2017","MD214837","Mason's Beach","Beach Monitoring and Public Notification","MD","ANNE ARUNDEL","Chesapeake Bay","Sound, Bay, or Inlet","Historical","Private","Private","Y","3"
"2018","MD719498","Mayo Beach Park","Beach Monitoring and Public Notification","MD","ANNE ARUNDEL","Chesapeake Bay","Sound, Bay, or Inlet","No advisory or closure","Public","Private","Y","1"
"2017","MD719498","Mayo Beach Park","Beach Monitoring and Public Notification","MD","ANNE ARUNDEL","Chesapeake Bay","Sound, Bay, or Inlet","No advisory or closure","Public","Private","Y","1"
"2018","MD729276","Mountain Point at Gibson Island","Beach Monitoring and Public Notification","MD","ANNE ARUNDEL","Chesapeake Bay","Sound, Bay, or Inlet","No advisory or closure","Private","Private","Y","2"
"2017","MD729276","Mountain Point at Gibson Island","Beach Monitoring and Public Notification","MD","ANNE ARUNDEL","Chesapeake Bay","Sound, Bay, or Inlet","No advisory or closure","Private","Private","Y","2"
"2018","MD143211","Oyster Harbor","Beach Monitoring and Public Notification","MD","ANNE ARUNDEL","Chesapeake Bay","Sound, Bay, or Inlet","No advisory or closure","Private","Private","Y","2"
"2017","MD143211","Oyster Harbor","Beach Monitoring and Public Notification","MD","ANNE ARUNDEL","Chesapeake Bay","Sound, Bay, or Inlet","No advisory or closure","Private","Private","Y","2"
"2018","MD751009","River Club Estates","River Club Estates","MD","ANNE ARUNDEL","-","-","Historical","Private","Private","N","3"
"2017","MD751009","River Club Estates","River Club Estates","MD","ANNE ARUNDEL","-","-","Historical","Private","Private","N","3"
"2018","MD286751","Rosehaven","Beach Monitoring and Public Notification","MD","ANNE ARUNDEL","Chesapeake Bay","Sound, Bay, or Inlet","No advisory or closure","Private","Private","Y","2"
"2017","MD286751","Rosehaven","Beach Monitoring and Public Notification","MD","ANNE ARUNDEL","Chesapeake Bay","Sound, Bay, or Inlet","No advisory or closure","Private","Private","Y","2"
"2018","MD505637","Round Bay Main Beach","Beach Monitoring and Public Notification","MD","ANNE ARUNDEL","Inland","Flowing Water","No advisory or closure","Private","Private","Y","1"
"2017","MD505637","Round Bay Main Beach","Beach Monitoring and Public Notification","MD","ANNE ARUNDEL","Inland","Flowing Water","No advisory or closure","Private","Private","Y","1"
"2018","MD987068","Sandy Point State Park East Beach","Beach Monitoring and Public Notification","MD","ANNE ARUNDEL","Chesapeake Bay","Sound, Bay, or Inlet","No advisory or closure","Public","Public","Y","1"
"2017","MD987068","Sandy Point State Park East Beach","Beach Monitoring and Public Notification","MD","ANNE ARUNDEL","Chesapeake Bay","Sound, Bay, or Inlet","No advisory or closure","Public","Public","Y","1"
"2018","MD134679","Sandy Point State Park Middle Beach","Beach Monitoring and Public Notification","MD","ANNE ARUNDEL","Chesapeake Bay","Sound, Bay, or Inlet","No advisory or closure","Public","Public","Y","1"
"2017","MD134679","Sandy Point State Park Middle Beach","Beach Monitoring and Public Notification","MD","ANNE ARUNDEL","Chesapeake Bay","Sound, Bay, or Inlet","No advisory or closure","Public","Public","Y","1"
"2018","MD248962","Sandy Point State Park South Beach","Beach Monitoring and Public Notification","MD","ANNE ARUNDEL","Chesapeake Bay","Sound, Bay, or Inlet","No advisory or closure","Public","Public","Y","1"
"2017","MD248962","Sandy Point State Park South Beach","Beach Monitoring and Public Notification","MD","ANNE ARUNDEL","Chesapeake Bay","Sound, Bay, or Inlet","No advisory or closure","Public","Public","Y","1"
"2018","MD204289","Saunders Point","Beach Monitoring and Public Notification","MD","ANNE ARUNDEL","Chesapeake Bay","Sound, Bay, or Inlet","No advisory or closure","Private","Private","Y","2"
"2017","MD204289","Saunders Point","Beach Monitoring and Public Notification","MD","ANNE ARUNDEL","Chesapeake Bay","Sound, Bay, or Inlet","No advisory or closure","Private","Private","Y","2"
"2018","MD945871","Town Point at Arkhaven","Beach Monitoring and Public Notification","MD","ANNE ARUNDEL","Chesapeake Bay","Sound, Bay, or Inlet","Historical","Private","Private","Y","3"
"2017","MD945871","Town Point at Arkhaven","Beach Monitoring and Public Notification","MD","ANNE ARUNDEL","Chesapeake Bay","Sound, Bay, or Inlet","Historical","Private","Private","Y","3"
"2018","MD334995","Turkey Point at Cloud Beach","Beach Monitoring and Public Notification","MD","ANNE ARUNDEL","Chesapeake Bay","Sound, Bay, or Inlet","Historical","Private","Private","Y","2"
"2017","MD334995","Turkey Point at Cloud Beach","Beach Monitoring and Public Notification","MD","ANNE ARUNDEL","Chesapeake Bay","Sound, Bay, or Inlet","Historical","Private","Private","Y","2"
"2018","MD487323","Venice on the Bay","Beach Monitoring and Public Notification","MD","ANNE ARUNDEL","Chesapeake Bay","Sound, Bay, or Inlet","No advisory or closure","Private","Private","Y","2"
"2017","MD487323","Venice on the Bay","Beach Monitoring and Public Notification","MD","ANNE ARUNDEL","Chesapeake Bay","Sound, Bay, or Inlet","No advisory or closure","Private","Private","Y","2"
"2018","MI001780","Antrim County Day Park North","North Bay Shore Drive","MI","ANTRIM","Lake Michigan","Still Water","No advisory or closure","Public","Public","Y","3"
"2017","MI001780","Antrim County Day Park North","North Bay Shore Drive","MI","ANTRIM","Lake Michigan","Still Water","No advisory or closure","Public","Public","Y","3"
"2018","MI001782","Antrim County Day Park South","South Bay Shore Drive","MI","ANTRIM","Lake Michigan","Still Water","No advisory or closure","Public","Public","Y","3"
"2017","MI001782","Antrim County Day Park South","South Bay Shore Drive","MI","ANTRIM","Lake Michigan","Still Water","No advisory or closure","Public","Public","Y","3"
"2018","MI001768","Antrim Creek Natural Area","Rex Beach Road","MI","ANTRIM","Lake Michigan","Still Water","No advisory or closure","Public","Public","Y","3"
"2017","MI001768","Antrim Creek Natural Area","Rex Beach Road","MI","ANTRIM","Lake Michigan","Still Water","No advisory or closure","Public","Public","Y","3"
"2018","MI001509","Banks Township. Park","Rex Beach Rd.","MI","ANTRIM","Lake Michigan","Still Water","No advisory or closure","Public","Public","Y","3"
"2017","MI001509","Banks Township. Park","Rex Beach Rd.","MI","ANTRIM","Lake Michigan","Still Water","No advisory or closure","Public","Public","Y","3"
"2018","MI001288","Barnes Park","Barnes Park","MI","ANTRIM","Lake Michigan","Still Water","No advisory or closure","Public","Public","Y","2"
"2017","MI001288","Barnes Park","Barnes Park","MI","ANTRIM","Lake Michigan","Still Water","No advisory or closure","Public","Public","Y","2"
"2018","MI000329","Elk Rapids","Elk Rapids North Beach","MI","ANTRIM","Lake Michigan","Still Water","No advisory or closure","Public","Public","Y","2"
"2017","MI000329","Elk Rapids","Elk Rapids North Beach","MI","ANTRIM","Lake Michigan","Still Water","No advisory or closure","Public","Public","Y","2"
"2018","MI001781","Elk Rapids Park","River Street","MI","ANTRIM","Lake Michigan","Still Water","No advisory or closure","Public","Public","Y","3"
"2017","MI001781","Elk Rapids Park","River Street","MI","ANTRIM","Lake Michigan","Still Water","No advisory or closure","Public","Public","Y","3"
"2018","MI001774","Erickson Road","Road End","MI","ANTRIM","Lake Michigan","Still Water","No advisory or closure","Public","Public","Y","3"
"2017","MI001774","Erickson Road","Road End","MI","ANTRIM","Lake Michigan","Still Water","No advisory or closure","Public","Public","Y","3"
