beach_id,beach_name,state,county,reasons,indicators,sources,no_of_beach_actions,no_of_days_under_action,closure,rain_advisory,contamination_advisory
CA400656,Moonstone Beach,CA,HUMBOLDT,ELEVATED BACTERIA,"ECOLI, ENTEROCOCCI, FECAL COLIFORM, FECAL-TO-TOTAL COLIFORM RATIO, TOTAL COLIFORM",UNKNOWN,7,23,0,0,7
CA402275,El Capitan State Beach,CA,SANTA BARBARA,"ELEVATED BACTERIA, RAINFALL","ECOLI, ENTEROCOCCI, FECAL COLIFORM, FECAL-TO-TOTAL COLIFORM RATIO, TOTAL COLIFORM","OTHER, UNKNOWN, STORM",7,55,1,3,3
CA412549,Huntington Harbour,CA,ORANGE,"ELEVATED BACTERIA, RAINFALL","ECOLI, ENTEROCOCCI, FECAL COLIFORM, FECAL-TO-TOTAL COLIFORM RATIO, TOTAL COLIFORM","UNKNOWN, OTHER, STORM, SEWER LINE",50,237,5,16,29
CA415021,Leo Carillo State Beach,CA,LOS ANGELES,"ELEVATED BACTERIA, RAINFALL","ENTEROCOCCI, ECOLI, FECAL COLIFORM, FECAL-TO-TOTAL COLIFORM RATIO, TOTAL COLIFORM","STORM, UNKNOWN",21,122,0,15,6
CA425745,Cayucos Beach,CA,SAN LUIS OBISPO,"ELEVATED BACTERIA, RAINFALL","ECOLI, ENTEROCOCCI, FECAL COLIFORM, FECAL-TO-TOTAL COLIFORM RATIO, TOTAL COLIFORM","UNKNOWN, STORM",22,89,0,11,11
CA429274,Oxnard Beach,CA,VENTURA,"ELEVATED BACTERIA, RAINFALL","ENTEROCOCCI, ECOLI, FECAL COLIFORM, FECAL-TO-TOTAL COLIFORM RATIO, TOTAL COLIFORM","STORM, UNKNOWN",12,89,0,11,1
CA432205,San Gregorio State Beach,CA,SAN MATEO,ELEVATED BACTERIA,"ECOLI, ENTEROCOCCI, FECAL COLIFORM, FECAL-TO-TOTAL COLIFORM RATIO, TOTAL COLIFORM",UNKNOWN,14,467,0,0,14
CA432983,Imperial Beach pier area,CA,SAN DIEGO,"ELEVATED BACTERIA, RAINFALL","ENTEROCOCCI, ECOLI, FECAL COLIFORM, FECAL-TO-TOTAL COLIFORM RATIO, TOTAL COLIFORM","STORM, OTHER",19,73,0,18,1
CA433830,Monterey Beach Hotel,CA,MONTEREY,ELEVATED BACTERIA,"ECOLI, ENTEROCOCCI, FECAL COLIFORM, FECAL-TO-TOTAL COLIFORM RATIO, TOTAL COLIFORM",UNKNOWN,1,1,0,0,1
CA435852,Dan Blocker County Beach,CA,LOS ANGELES,"ELEVATED BACTERIA, RAINFALL","ECOLI, ENTEROCOCCI, FECAL COLIFORM, FECAL-TO-TOTAL COLIFORM RATIO, TOTAL COLIFORM","UNKNOWN, STORM",19,82,0,15,4
CA445092,Morro Bay City Beach,CA,SAN LUIS OBISPO,"ELEVATED BACTERIA, RAINFALL","ENTEROCOCCI, ECOLI, FECAL COLIFORM, FECAL-TO-TOTAL COLIFORM RATIO, TOTAL COLIFORM","STORM, UNKNOWN",18,86,0,11,7
CA447069,Pacifica State Beach,CA,SAN MATEO,ELEVATED BACTERIA,"ECOLI, ENTEROCOCCI, FECAL COLIFORM, FECAL-TO-TOTAL COLIFORM RATIO, TOTAL COLIFORM","UNKNOWN, SEWER LINE",58,902,4,0,54
CA447750,Schoonmaker Beach,CA,MARIN,ELEVATED BACTERIA,"ECOLI, ENTEROCOCCI, FECAL COLIFORM, FECAL-TO-TOTAL COLIFORM RATIO, TOTAL COLIFORM",UNKNOWN,4,29,0,0,4
CA459241,Avila Beach,CA,SAN LUIS OBISPO,"ELEVATED BACTERIA, RAINFALL","ECOLI, ENTEROCOCCI, FECAL COLIFORM, FECAL-TO-TOTAL COLIFORM RATIO, TOTAL COLIFORM","UNKNOWN, STORM",27,107,3,11,13
CA465304,Olde Port Beach,CA,SAN LUIS OBISPO,"ELEVATED BACTERIA, RAINFALL","ENTEROCOCCI, ECOLI, FECAL COLIFORM, FECAL-TO-TOTAL COLIFORM RATIO, TOTAL COLIFORM","STORM, UNKNOWN",20,89,0,11,9
CA474271,Avalon Beach,CA,LOS ANGELES,"ELEVATED BACTERIA, RAINFALL","ECOLI, ENTEROCOCCI, FECAL COLIFORM, FECAL-TO-TOTAL COLIFORM RATIO, TOTAL COLIFORM","UNKNOWN, STORM, SEWER LINE",30,138,1,15,14
CA485061,Dana Point Harbor,CA,ORANGE,"ELEVATED BACTERIA, RAINFALL","ECOLI, ENTEROCOCCI, FECAL COLIFORM, FECAL-TO-TOTAL COLIFORM RATIO, TOTAL COLIFORM","UNKNOWN, STORM, SEWER LINE",42,240,1,16,25
CA485108,Virgin Creek,CA,MENDOCINO,"ELEVATED BACTERIA, RAINFALL",ENTEROCOCCI,STORM,1,2,0,1,0
CA499735,WindanSea Beach,CA,SAN DIEGO,"ELEVATED BACTERIA, RAINFALL","ENTEROCOCCI, ECOLI, FECAL COLIFORM, FECAL-TO-TOTAL COLIFORM RATIO, TOTAL COLIFORM","STORM, UNKNOWN",19,74,0,18,1
CA500723,Hammonds,CA,SANTA BARBARA,"ELEVATED BACTERIA, RAINFALL","ECOLI, ENTEROCOCCI, FECAL COLIFORM, FECAL-TO-TOTAL COLIFORM RATIO, TOTAL COLIFORM","UNKNOWN, STORM, OTHER",8,121,1,3,4
CA504816,Promenade Park Beach,CA,VENTURA,"ELEVATED BACTERIA, RAINFALL","ENTEROCOCCI, ECOLI, FECAL COLIFORM, FECAL-TO-TOTAL COLIFORM RATIO, TOTAL COLIFORM","STORM, UNKNOWN",17,117,0,11,6
CA505182,Solana Beach City Beaches,CA,SAN DIEGO,"ELEVATED BACTERIA, RAINFALL",ENTEROCOCCI,STORM,10,37,0,10,0
CA506450,San Diego Bay,CA,SAN DIEGO,"ELEVATED BACTERIA, RAINFALL","ECOLI, ENTEROCOCCI, FECAL COLIFORM, FECAL-TO-TOTAL COLIFORM RATIO, TOTAL COLIFORM","UNKNOWN, STORM",34,144,0,10,24
CA517263,Carmel Beach,CA,MONTEREY,ELEVATED BACTERIA,"ECOLI, ENTEROCOCCI, FECAL COLIFORM, FECAL-TO-TOTAL COLIFORM RATIO, TOTAL COLIFORM",UNKNOWN,4,4,0,0,4
CA517375,Fitzgerald Marine (Moss Beach),CA,SAN MATEO,ELEVATED BACTERIA,"ECOLI, ENTEROCOCCI, FECAL COLIFORM, FECAL-TO-TOTAL COLIFORM RATIO, TOTAL COLIFORM",UNKNOWN,39,597,0,0,39
CA522676,Lakeshore Park,CA,SAN MATEO,ELEVATED BACTERIA,"ECOLI, ENTEROCOCCI, FECAL COLIFORM, FECAL-TO-TOTAL COLIFORM RATIO, TOTAL COLIFORM","UNKNOWN, SEWER LINE",21,250,1,0,20
CA527007,Rincon Beach,CA,VENTURA,"ELEVATED BACTERIA, RAINFALL","ECOLI, ENTEROCOCCI, FECAL COLIFORM, FECAL-TO-TOTAL COLIFORM RATIO, TOTAL COLIFORM","UNKNOWN, STORM",18,154,0,11,7
CA527809,Poche County Beach,CA,ORANGE,"ELEVATED BACTERIA, RAINFALL","ENTEROCOCCI, ECOLI, FECAL COLIFORM, FECAL-TO-TOTAL COLIFORM RATIO, TOTAL COLIFORM","STORM, UNKNOWN",36,476,0,16,20
CA530302,Caspar Headlands SB,CA,MENDOCINO,"ELEVATED BACTERIA, RAINFALL",ENTEROCOCCI,STORM,1,2,0,1,0
CA531242,San Dieguito River Beach,CA,SAN DIEGO,"ELEVATED BACTERIA, RAINFALL","ENTEROCOCCI, ECOLI, FECAL COLIFORM, FECAL-TO-TOTAL COLIFORM RATIO, TOTAL COLIFORM","STORM, OTHER, UNKNOWN",23,83,0,18,5
CA531801,Carpinteria State,CA,SANTA BARBARA,"ELEVATED BACTERIA, RAINFALL","ECOLI, ENTEROCOCCI, FECAL COLIFORM, FECAL-TO-TOTAL COLIFORM RATIO, TOTAL COLIFORM","UNKNOWN, STORM, OTHER",6,119,1,3,2
CA534500,Gazos Creek Access,CA,SAN MATEO,ELEVATED BACTERIA,"ECOLI, ENTEROCOCCI, FECAL COLIFORM, FECAL-TO-TOTAL COLIFORM RATIO, TOTAL COLIFORM",UNKNOWN,5,56,0,0,5
CA535498,Hollywood Beach,CA,VENTURA,"ELEVATED BACTERIA, RAINFALL","ENTEROCOCCI, ECOLI, FECAL COLIFORM, FECAL-TO-TOTAL COLIFORM RATIO, TOTAL COLIFORM","STORM, UNKNOWN",12,96,0,11,1
CA540690,Fort Baker Horseshoe Cove,CA,MARIN,ELEVATED BACTERIA,"ECOLI, ENTEROCOCCI, FECAL COLIFORM, FECAL-TO-TOTAL COLIFORM RATIO, TOTAL COLIFORM",UNKNOWN,3,20,0,0,3
CA542331,Bluff Cove,CA,LOS ANGELES,"ELEVATED BACTERIA, RAINFALL",ENTEROCOCCI,STORM,15,69,0,15,0
CA549566,Whispering Sands  Nicholson Pt.,CA,SAN DIEGO,"ELEVATED BACTERIA, RAINFALL","ENTEROCOCCI, ECOLI, FECAL COLIFORM, FECAL-TO-TOTAL COLIFORM RATIO, TOTAL COLIFORM","STORM, UNKNOWN, OTHER",21,76,0,18,3
CA549911,Crown Beach (Alameda Co),CA,ALAMEDA,ELEVATED BACTERIA,"ECOLI, ENTEROCOCCI, FECAL COLIFORM, FECAL-TO-TOTAL COLIFORM RATIO, TOTAL COLIFORM","UNKNOWN, SEWER LINE",35,556,0,0,35
CA551260,Natural Bridges State Beach,CA,SANTA CRUZ,"ELEVATED BACTERIA, RAINFALL",ENTEROCOCCI,STORM,3,27,0,3,0
CA562372,Venice State Beach,CA,SAN MATEO,ELEVATED BACTERIA,"ECOLI, ENTEROCOCCI, FECAL COLIFORM, FECAL-TO-TOTAL COLIFORM RATIO, TOTAL COLIFORM","UNKNOWN, SEWER LINE",47,582,1,0,46
CA573013,Portuguese Bend,CA,LOS ANGELES,"ELEVATED BACTERIA, RAINFALL",ENTEROCOCCI,STORM,15,69,0,15,0
CA575202,Will Rogers State Beach,CA,LOS ANGELES,"ELEVATED BACTERIA, RAINFALL","ECOLI, ENTEROCOCCI, FECAL COLIFORM, FECAL-TO-TOTAL COLIFORM RATIO, TOTAL COLIFORM","UNKNOWN, STORM",39,134,0,15,24
CA576166,Leadbetter,CA,SANTA BARBARA,"ELEVATED BACTERIA, RAINFALL","ENTEROCOCCI, ECOLI, FECAL COLIFORM, FECAL-TO-TOTAL COLIFORM RATIO, TOTAL COLIFORM","STORM, OTHER, UNKNOWN",13,56,1,3,9
CA593616,Del Mar City Beach,CA,SAN DIEGO,"ELEVATED BACTERIA, RAINFALL","ENTEROCOCCI, ECOLI, FECAL COLIFORM, FECAL-TO-TOTAL COLIFORM RATIO, TOTAL COLIFORM","STORM, COMBINED SEWER OVERFLOW",11,40,1,10,0
CA594125,Ocean Beach,CA,SAN FRANCISCO,ELEVATED BACTERIA,"ECOLI, ENTEROCOCCI, FECAL COLIFORM, FECAL-TO-TOTAL COLIFORM RATIO, TOTAL COLIFORM",COMBINED SEWER OVERFLOW,28,61,0,0,28
CA600702,Francis State Beach,CA,SAN MATEO,ELEVATED BACTERIA,"ECOLI, ENTEROCOCCI, FECAL COLIFORM, FECAL-TO-TOTAL COLIFORM RATIO, TOTAL COLIFORM","UNKNOWN, SEWER LINE",23,267,2,0,21
CA604254,Coronado north beach,CA,SAN DIEGO,"ELEVATED BACTERIA, RAINFALL","ENTEROCOCCI, ECOLI, FECAL COLIFORM, FECAL-TO-TOTAL COLIFORM RATIO, TOTAL COLIFORM","STORM, UNKNOWN, OTHER",22,86,2,18,2
CA606869,South Carlsbad State Beach,CA,SAN DIEGO,"ELEVATED BACTERIA, RAINFALL",ENTEROCOCCI,STORM,18,72,0,18,0
CA612137,Faria County Park Beach,CA,VENTURA,"ELEVATED BACTERIA, RAINFALL","ENTEROCOCCI, ECOLI, FECAL COLIFORM, FECAL-TO-TOTAL COLIFORM RATIO, TOTAL COLIFORM","STORM, UNKNOWN",15,119,0,11,4
CA613272,Oil Piers Beach,CA,VENTURA,"ELEVATED BACTERIA, RAINFALL","ENTEROCOCCI, ECOLI, FECAL COLIFORM, FECAL-TO-TOTAL COLIFORM RATIO, TOTAL COLIFORM","STORM, UNKNOWN",12,100,0,11,1
CA614148,Lover's Point,CA,MONTEREY,ELEVATED BACTERIA,"ECOLI, ENTEROCOCCI, FECAL COLIFORM, FECAL-TO-TOTAL COLIFORM RATIO, TOTAL COLIFORM",UNKNOWN,3,3,0,0,3
CA618193,Crystal Cove State Park,CA,ORANGE,"ELEVATED BACTERIA, RAINFALL","ENTEROCOCCI, ECOLI, FECAL COLIFORM, FECAL-TO-TOTAL COLIFORM RATIO, TOTAL COLIFORM","STORM, UNKNOWN",18,89,0,16,2
CA623591,Summerland Beach,CA,SANTA BARBARA,"ELEVATED BACTERIA, RAINFALL","ECOLI, ENTEROCOCCI, FECAL COLIFORM, FECAL-TO-TOTAL COLIFORM RATIO, TOTAL COLIFORM","UNKNOWN, OTHER, STORM",10,73,1,3,6
CA624767,Harbor Beach,CA,SAN DIEGO,"ELEVATED BACTERIA, RAINFALL","ENTEROCOCCI, ECOLI, FECAL COLIFORM, FECAL-TO-TOTAL COLIFORM RATIO, TOTAL COLIFORM","STORM, UNKNOWN, OTHER",22,79,0,18,4
CA626051,Dunes State Beach,CA,SAN MATEO,ELEVATED BACTERIA,"ECOLI, ENTEROCOCCI, FECAL COLIFORM, FECAL-TO-TOTAL COLIFORM RATIO, TOTAL COLIFORM",UNKNOWN,21,218,0,0,21
CA628494,Sunset Cliffs Park,CA,SAN DIEGO,"ELEVATED BACTERIA, RAINFALL",ENTEROCOCCI,STORM,18,72,0,18,0
CA631432,Pacific Beach,CA,SAN DIEGO,"ELEVATED BACTERIA, RAINFALL",ENTEROCOCCI,STORM,18,72,0,18,0
CA631455,Van Damme SP,CA,MENDOCINO,"ELEVATED BACTERIA, RAINFALL",ENTEROCOCCI,STORM,1,2,0,1,0
CA631766,Baker Beach,CA,SAN FRANCISCO,ELEVATED BACTERIA,"ECOLI, ENTEROCOCCI, FECAL COLIFORM, FECAL-TO-TOTAL COLIFORM RATIO, TOTAL COLIFORM","UNKNOWN, COMBINED SEWER OVERFLOW, STORM",41,67,1,0,40
CA641566,Manhattan Beach,CA,LOS ANGELES,"ELEVATED BACTERIA, RAINFALL","ENTEROCOCCI, ECOLI, FECAL COLIFORM, FECAL-TO-TOTAL COLIFORM RATIO, TOTAL COLIFORM","STORM, UNKNOWN",21,85,0,15,6
CA643858,Malibu Lagoon State Beach,CA,LOS ANGELES,"ELEVATED BACTERIA, RAINFALL","ECOLI, ENTEROCOCCI, FECAL COLIFORM, FECAL-TO-TOTAL COLIFORM RATIO, TOTAL COLIFORM","UNKNOWN, STORM",56,167,0,15,41
CA649438,Islais Creek Channel,CA,SAN FRANCISCO,ELEVATED BACTERIA,"ECOLI, ENTEROCOCCI, FECAL COLIFORM, FECAL-TO-TOTAL COLIFORM RATIO, TOTAL COLIFORM","UNKNOWN, COMBINED SEWER OVERFLOW, SEWER LINE",21,112,0,0,21
CA650180,Powerhouse Park 15th Street,CA,SAN DIEGO,"ELEVATED BACTERIA, RAINFALL","ENTEROCOCCI, ECOLI, FECAL COLIFORM, FECAL-TO-TOTAL COLIFORM RATIO, TOTAL COLIFORM","STORM, UNKNOWN",19,73,0,18,1
CA651558,Penninsula Beach,CA,VENTURA,"ELEVATED BACTERIA, RAINFALL",ENTEROCOCCI,STORM,11,88,0,11,0
CA654912,Tide Beach Park,CA,SAN DIEGO,"ELEVATED BACTERIA, RAINFALL","ECOLI, ENTEROCOCCI, FECAL COLIFORM, FECAL-TO-TOTAL COLIFORM RATIO, TOTAL COLIFORM","UNKNOWN, STORM, OTHER",10,44,0,8,2
CA659485,Kiddie Beach,CA,VENTURA,"ELEVATED BACTERIA, RAINFALL","ECOLI, ENTEROCOCCI, FECAL COLIFORM, FECAL-TO-TOTAL COLIFORM RATIO, TOTAL COLIFORM","UNKNOWN, STORM",17,114,0,11,6
CA665589,Trinidad State Beach,CA,HUMBOLDT,ELEVATED BACTERIA,"ECOLI, ENTEROCOCCI, FECAL COLIFORM, FECAL-TO-TOTAL COLIFORM RATIO, TOTAL COLIFORM",UNKNOWN,10,23,0,0,10
CA666398,Hobson County Park Beach,CA,VENTURA,"ELEVATED BACTERIA, RAINFALL",ENTEROCOCCI,STORM,11,88,0,11,0
CA670739,Outer Cabrillo Beach,CA,LOS ANGELES,"ELEVATED BACTERIA, RAINFALL",ENTEROCOCCI,STORM,15,69,0,15,0
CA674364,Inner Cabrillo Beach,CA,LOS ANGELES,"ELEVATED BACTERIA, RAINFALL","ECOLI, ENTEROCOCCI, FECAL COLIFORM, FECAL-TO-TOTAL COLIFORM RATIO, TOTAL COLIFORM","UNKNOWN, STORM",125,379,0,15,110
CA674616,Kiteboard Beach,CA,SAN MATEO,ELEVATED BACTERIA,"ECOLI, ENTEROCOCCI, FECAL COLIFORM, FECAL-TO-TOTAL COLIFORM RATIO, TOTAL COLIFORM",UNKNOWN,10,102,0,0,10
CA685699,Pajaro Dunes Beach,CA,SANTA CRUZ,"ELEVATED BACTERIA, RAINFALL",ENTEROCOCCI,STORM,3,27,0,3,0
CA696385,Huntington City Beach,CA,ORANGE,"ELEVATED BACTERIA, RAINFALL","ENTEROCOCCI, ECOLI, FECAL COLIFORM, FECAL-TO-TOTAL COLIFORM RATIO, TOTAL COLIFORM","STORM, UNKNOWN",22,92,0,16,6
CA699607,Colorado Lagoon,CA,LOS ANGELES,"ELEVATED BACTERIA, RAINFALL","ECOLI, ENTEROCOCCI, FECAL COLIFORM, FECAL-TO-TOTAL COLIFORM RATIO, TOTAL COLIFORM","UNKNOWN, STORM",28,79,2,15,11
CA700919,Marina Park Beach,CA,VENTURA,"ELEVATED BACTERIA, RAINFALL",ENTEROCOCCI,STORM,11,88,0,11,0
CA701555,Mad River Beach Co. Park,CA,HUMBOLDT,ELEVATED BACTERIA,"ECOLI, ENTEROCOCCI, FECAL COLIFORM, FECAL-TO-TOTAL COLIFORM RATIO, TOTAL COLIFORM",UNKNOWN,1,2,0,0,1
CA704955,Venice City Beach,CA,LOS ANGELES,"ELEVATED BACTERIA, RAINFALL","ENTEROCOCCI, ECOLI, FECAL COLIFORM, FECAL-TO-TOTAL COLIFORM RATIO, TOTAL COLIFORM","STORM, UNKNOWN",33,146,0,15,18
CA706830,Capistrano Beach,CA,ORANGE,"ELEVATED BACTERIA, RAINFALL","ENTEROCOCCI, ECOLI, FECAL COLIFORM, FECAL-TO-TOTAL COLIFORM RATIO, TOTAL COLIFORM","STORM, UNKNOWN",17,87,0,16,1
CA719054,Dockweiler State Beach,CA,LOS ANGELES,"ELEVATED BACTERIA, RAINFALL","ECOLI, ENTEROCOCCI, FECAL COLIFORM, FECAL-TO-TOTAL COLIFORM RATIO, TOTAL COLIFORM","UNKNOWN, STORM, SEWER LINE",33,139,1,15,17
CA723256,Seascape Beach Park,CA,SAN DIEGO,"ELEVATED BACTERIA, RAINFALL",ENTEROCOCCI,STORM,18,72,0,18,0
CA735620,Santa Monica State Beach,CA,LOS ANGELES,"ELEVATED BACTERIA, RAINFALL","ECOLI, ENTEROCOCCI, FECAL COLIFORM, FECAL-TO-TOTAL COLIFORM RATIO, TOTAL COLIFORM","UNKNOWN, STORM",139,504,0,15,124
CA738498,Surfrider Beach,CA,LOS ANGELES,"ELEVATED BACTERIA, RAINFALL","ENTEROCOCCI, ECOLI, FECAL COLIFORM, FECAL-TO-TOTAL COLIFORM RATIO, TOTAL COLIFORM","STORM, UNKNOWN",18,94,0,15,3
CA748587,Tourmaline Surfing Park,CA,SAN DIEGO,"ELEVATED BACTERIA, RAINFALL","ENTEROCOCCI, ECOLI, FECAL COLIFORM, FECAL-TO-TOTAL COLIFORM RATIO, TOTAL COLIFORM","STORM, UNKNOWN, OTHER",22,77,0,18,4
CA750381,Capistrano Bay District,CA,ORANGE,"ELEVATED BACTERIA, RAINFALL",ENTEROCOCCI,STORM,16,85,0,16,0
CA751350,China Beach,CA,SAN FRANCISCO,ELEVATED BACTERIA,"ECOLI, ENTEROCOCCI, FECAL COLIFORM, FECAL-TO-TOTAL COLIFORM RATIO, TOTAL COLIFORM","COMBINED SEWER OVERFLOW, UNKNOWN",3,3,0,0,3
CA768187,Jalama Beach,CA,SANTA BARBARA,"ELEVATED BACTERIA, RAINFALL","ECOLI, ENTEROCOCCI, FECAL COLIFORM, FECAL-TO-TOTAL COLIFORM RATIO, TOTAL COLIFORM","UNKNOWN, STORM",9,61,0,3,6
CA769604,Spanish Landing Park,CA,SAN DIEGO,"ELEVATED BACTERIA, RAINFALL","ENTEROCOCCI, ECOLI, FECAL COLIFORM, FECAL-TO-TOTAL COLIFORM RATIO, TOTAL COLIFORM","STORM, OTHER, SEWER LINE",21,77,1,18,2
CA774663,Redondo Beach,CA,LOS ANGELES,"ELEVATED BACTERIA, RAINFALL","ENTEROCOCCI, ECOLI, FECAL COLIFORM, FECAL-TO-TOTAL COLIFORM RATIO, TOTAL COLIFORM","STORM, UNKNOWN",17,76,0,15,2
CA776567,Bean Hollow State Beach,CA,SAN MATEO,ELEVATED BACTERIA,"ECOLI, ENTEROCOCCI, FECAL COLIFORM, FECAL-TO-TOTAL COLIFORM RATIO, TOTAL COLIFORM",UNKNOWN,9,103,0,0,9
CA777037,Hidden Beach,CA,SANTA CRUZ,"ELEVATED BACTERIA, RAINFALL",ENTEROCOCCI,STORM,3,27,0,3,0
CA785240,Torrey Pines State Beach,CA,SAN DIEGO,"ELEVATED BACTERIA, RAINFALL",ENTEROCOCCI,STORM,18,72,0,18,0
CA787106,La Conchita Beach,CA,VENTURA,"ELEVATED BACTERIA, RAINFALL",ENTEROCOCCI,STORM,11,88,0,11,0
CA789152,Carlsbad municipal beach,CA,SAN DIEGO,"ELEVATED BACTERIA, RAINFALL",ENTEROCOCCI,STORM,18,72,0,18,0
CA789562,Swami's Park,CA,SAN DIEGO,"ELEVATED BACTERIA, RAINFALL","ENTEROCOCCI, ECOLI, FECAL COLIFORM, FECAL-TO-TOTAL COLIFORM RATIO, TOTAL COLIFORM","STORM, COMBINED SEWER OVERFLOW",19,73,0,18,1
CA792491,Candlestick Point,CA,SAN FRANCISCO,ELEVATED BACTERIA,"ECOLI, ENTEROCOCCI, FECAL COLIFORM, FECAL-TO-TOTAL COLIFORM RATIO, TOTAL COLIFORM","COMBINED SEWER OVERFLOW, UNKNOWN",43,90,0,0,43
CA797256,Butterfly Beach,CA,SANTA BARBARA,"ELEVATED BACTERIA, RAINFALL","ENTEROCOCCI, ECOLI, FECAL COLIFORM, FECAL-TO-TOTAL COLIFORM RATIO, TOTAL COLIFORM","STORM, OTHER, UNKNOWN",5,68,1,3,1
CA799249,Hearst Memorial State Beach,CA,SAN LUIS OBISPO,"ELEVATED BACTERIA, RAINFALL","ENTEROCOCCI, ECOLI, FECAL COLIFORM, FECAL-TO-TOTAL COLIFORM RATIO, TOTAL COLIFORM","STORM, UNKNOWN",13,78,0,11,2
CA799523,Ocean Beach,CA,SAN DIEGO,"ELEVATED BACTERIA, RAINFALL","ENTEROCOCCI, ECOLI, FECAL COLIFORM, FECAL-TO-TOTAL COLIFORM RATIO, TOTAL COLIFORM","STORM, UNKNOWN, OTHER",25,81,0,18,7
CA801475,Silver Strand State Beach,CA,SAN DIEGO,"ELEVATED BACTERIA, RAINFALL","ENTEROCOCCI, ECOLI, FECAL COLIFORM, FECAL-TO-TOTAL COLIFORM RATIO, TOTAL COLIFORM","STORM, UNKNOWN, OTHER",28,110,10,18,0
CA801852,Tecolote Shores,CA,SAN DIEGO,"ELEVATED BACTERIA, RAINFALL","ENTEROCOCCI, ECOLI, FECAL COLIFORM, FECAL-TO-TOTAL COLIFORM RATIO, TOTAL COLIFORM","STORM, OTHER",19,73,0,18,1
CA803952,Malaga Cove,CA,LOS ANGELES,"ELEVATED BACTERIA, RAINFALL","ENTEROCOCCI, ECOLI, FECAL COLIFORM, FECAL-TO-TOTAL COLIFORM RATIO, TOTAL COLIFORM","STORM, UNKNOWN",16,71,0,15,1
CA806872,San Vicente Beach,CA,SANTA CRUZ,"ELEVATED BACTERIA, RAINFALL",ENTEROCOCCI,STORM,3,27,0,3,0
CA809706,Border Field State Park,CA,SAN DIEGO,"ELEVATED BACTERIA, RAINFALL","ENTEROCOCCI, ECOLI, FECAL COLIFORM, FECAL-TO-TOTAL COLIFORM RATIO, TOTAL COLIFORM","STORM, UNKNOWN, OTHER",29,337,6,18,5
CA817952,Refugio State Beach,CA,SANTA BARBARA,"ELEVATED BACTERIA, RAINFALL","ENTEROCOCCI, ECOLI, FECAL COLIFORM, FECAL-TO-TOTAL COLIFORM RATIO, TOTAL COLIFORM","STORM, OTHER, UNKNOWN",8,51,1,3,4
CA825837,Dana Point,CA,ORANGE,"ELEVATED BACTERIA, RAINFALL","ENTEROCOCCI, ECOLI, FECAL COLIFORM, FECAL-TO-TOTAL COLIFORM RATIO, TOTAL COLIFORM","STORM, UNKNOWN",17,87,0,16,1
CA826148,Asilomar State Beach,CA,MONTEREY,ELEVATED BACTERIA,"ECOLI, ENTEROCOCCI, FECAL COLIFORM, FECAL-TO-TOTAL COLIFORM RATIO, TOTAL COLIFORM",UNKNOWN,1,1,0,0,1
CA826630,Surfers Point at Seaside,CA,VENTURA,"ELEVATED BACTERIA, RAINFALL","ECOLI, ENTEROCOCCI, FECAL COLIFORM, FECAL-TO-TOTAL COLIFORM RATIO, TOTAL COLIFORM","UNKNOWN, STORM",14,109,0,11,3
CA826873,Keller Beach (Contra Costa Co),CA,ALAMEDA,ELEVATED BACTERIA,"ECOLI, ENTEROCOCCI, FECAL COLIFORM, FECAL-TO-TOTAL COLIFORM RATIO, TOTAL COLIFORM",UNKNOWN,14,390,1,0,13
CA831072,Ormond Beach,CA,VENTURA,"ELEVATED BACTERIA, RAINFALL","ENTEROCOCCI, ECOLI, FECAL COLIFORM, FECAL-TO-TOTAL COLIFORM RATIO, TOTAL COLIFORM","STORM, UNKNOWN",17,129,1,11,5
CA838417,San Carlos Beach,CA,MONTEREY,ELEVATED BACTERIA,"ECOLI, ENTEROCOCCI, FECAL COLIFORM, FECAL-TO-TOTAL COLIFORM RATIO, TOTAL COLIFORM",UNKNOWN,1,1,0,0,1
CA844317,Solimar Beach,CA,VENTURA,"ELEVATED BACTERIA, RAINFALL","ENTEROCOCCI, ECOLI, FECAL COLIFORM, FECAL-TO-TOTAL COLIFORM RATIO, TOTAL COLIFORM","STORM, UNKNOWN",15,125,0,11,4
CA845616,Newport Bay,CA,ORANGE,"ELEVATED BACTERIA, RAINFALL","ECOLI, ENTEROCOCCI, FECAL COLIFORM, FECAL-TO-TOTAL COLIFORM RATIO, TOTAL COLIFORM","SEWER LINE, UNKNOWN, STORM",89,488,7,16,66
CA850317,Pudding Creek Beach,CA,MENDOCINO,"ELEVATED BACTERIA, RAINFALL",ENTEROCOCCI,STORM,1,2,0,1,0
CA852440,Pillar Point Harbor,CA,SAN MATEO,ELEVATED BACTERIA,"ECOLI, ENTEROCOCCI, FECAL COLIFORM, FECAL-TO-TOTAL COLIFORM RATIO, TOTAL COLIFORM",UNKNOWN,47,656,0,0,47
CA853136,Laguna Beach,CA,ORANGE,"ELEVATED BACTERIA, RAINFALL","ENTEROCOCCI, ECOLI, FECAL COLIFORM, FECAL-TO-TOTAL COLIFORM RATIO, TOTAL COLIFORM","STORM, UNKNOWN, OTHER",37,171,1,16,20
CA857004,Huntington State Beach,CA,ORANGE,"ELEVATED BACTERIA, RAINFALL","ENTEROCOCCI, ECOLI, FECAL COLIFORM, FECAL-TO-TOTAL COLIFORM RATIO, TOTAL COLIFORM","STORM, UNKNOWN, SEWER LINE",40,115,1,16,23
